File Name,Sentence,Mistake Text,Error Message,replacements,Character/ Start Position in Text,Character/ End Position in Text,Error Type,Error Subtype
History Semester 2 Study Notes.docx,prevented Jewish lawyers from,prevented,The first word in a sentence is not capitalized,Prevented,4868,4876,Spelling,45
History Semester 2 Study Notes.docx,excluded Jews from German citizenship under the 1935 Nuremberg Laws,excluded,The first word in a sentence is not capitalized,Excluded,4997,5004,Spelling,45
History Semester 2 Study Notes.docx,denied Jews their property rights (from 1937),denied,The first word in a sentence is not capitalized,Denied,5066,5071,Spelling,45
History Semester 2 Study Notes.docx,"organised Kristallnacht, a violent attack on Jews and their property (November 1938)",organised,The first word in a sentence is not capitalized,Organised,5113,5121,Spelling,45
History Semester 2 Study Notes.docx,about 15 500 of these in campaigns in Europe and the Middle East,in,No preposition needed,,6165,6166,Other,32
History Study Notes.docx,Germanys request for an armistice was granted,Germanys request,Confusion between the singular and plural form of a noun,Germanys requests,119,134,Punctuation,42
History Study Notes.docx,(abdicated).,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,280,280,Grammar,40
History Study Notes.docx,N/A,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,339,339,Grammar,40
History Study Notes.docx,idea(including,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,467,467,Grammar,40
History Study Notes.docx,in implementing reformed set by the government of Germany and its new Weimar republic,reformed,Mismatch between the plurality of the verb and the subject,reforms,691,698,Grammar,21
History Study Notes.docx,Germany are forced to sign,are forced,Mismatch between the plurality of the verb and the subject,is forced,1226,1235,Grammar,21
History Study Notes.docx,this treaty especially Left- and Right-wing enemies,treaty especially,Missing comma,"treaty, especially",1320,1336,Style,49
History Study Notes.docx,( is solely responsible,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1490,1490,Grammar,40
History Study Notes.docx,at 6600Million pounds,6600Million,"Missing or superfluous space before or after period, comma and other punctuation marks",6600 Million,1654,1664,Grammar,40
History Study Notes.docx,to take blame for the war,blame,Omission of the definite article,the blame,1712,1716,Syntax,13
History Study Notes.docx,to have military restrictions which were extremely unfair and left Germany vulnerable,restrictions which,Missing comma,"restrictions, which",1771,1788,Style,49
History Study Notes.docx,(Submarines banned),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1937,1937,Grammar,40
History Study Notes.docx,-Airships(Planes),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1967,1967,Grammar,40
History Study Notes.docx,Reparations(),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2099,2099,Grammar,40
History Study Notes.docx,6600Million Pounds,6600Million,"Missing or superfluous space before or after period, comma and other punctuation marks",6600 Million,2143,2153,Grammar,40
History Study Notes.docx,N/A,workers,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",workers',2374,2380,Grammar,43
History Study Notes.docx,the(Nazi Party,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2400,2400,Grammar,40
History Study Notes.docx,(including).,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2780,2780,Grammar,40
History Study Notes.docx,demanded unification of all Germans (including those situated in Austria and Czechoslovakia) ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,2836,2837,Grammar,40
History Study Notes.docx,was important all immigrants,was,Mismatch between the plurality of the verb and the subject,has been,2979,2981,Grammar,21
History Study Notes.docx,to set up dictatorship,dictatorship,"Confusion between ""a""/""an"" or omission of an indefinite article",a dictatorship,3127,3138,Syntax,12
History Study Notes.docx,Treaty of Versailles was aStab,Treaty,Omission of the definite article,The treaty,3514,3519,Syntax,13
History Study Notes.docx,only one party(Nazi party),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,3731,3731,Grammar,40
History Study Notes.docx,his oath in loyalty to the German army,in,Wrong preposition,of,3850,3851,Grammar,29
History Study Notes.docx,In 1935 he re-introduced re armament and conscription into the army,re armament,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",rearmament,4097,4107,Other,1
History Study Notes.docx,(How did),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,4252,4252,Grammar,40
History Study Notes.docx,was successfully on his plan in achieving his goals,successfully,"Wrong adverb used, adverb used instead of adjective or vice-versa",successful,4320,4331,Syntax,23
History Study Notes.docx,Sudetenland(the Munich Agreement,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,4865,4865,Grammar,40
History Study Notes.docx,Appeasement(Continuation),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,4909,4909,Grammar,40
History Study Notes.docx,invade rest of Czechoslovakia,rest,Omission of the definite article,the rest,4959,4962,Syntax,13
History Study Notes.docx,took it unserious,unserious,A word was not spelled correctly,onerous,5157,5165,Syntax,31
History Study Notes.docx,"Belgium,Norway,The",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",5362,5362,Grammar,40
History Study Notes.docx,"Belgium,Norway,The Netherlands and 60% of France",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",5369,5369,Grammar,40
History Study Notes.docx,"The Axis powers(Italy, Germany and Japan)",(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,5431,5431,Grammar,40
History Study Notes.docx,"Japan(1933), Italy (1937)",(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,5545,5545,Grammar,40
History Study Notes.docx,"Japan (1933), Italy(1937)",(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,5558,5558,Grammar,40
History Study Notes.docx,"In September 1935, League of Nations propose Abyssinia give its land to Italy",propose,Mismatch between the plurality of the verb and the subject,proposes,5692,5698,Grammar,21
History Study Notes.docx,"arms,rubber,metals,tin,metals or permission",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",5831,5831,Grammar,40
History Study Notes.docx,"arms,rubber,metals,tin,metals or permission",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",5838,5838,Grammar,40
History Study Notes.docx,"arms,rubber,metals,tin,metals or permission",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",5845,5845,Grammar,40
History Study Notes.docx,"arms,rubber,metals,tin,metals or permission",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",5849,5849,Grammar,40
History Study Notes.docx,"(Rome, Berlin axis)",(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,5972,5972,Grammar,40
History Study Notes.docx,November (Rome berlin axis),Rome berlin,Missing comma,"Rome, Berlin",5973,5983,Style,49
History Study Notes.docx,china an dthe us,an dthe,A word was not spelled correctly,and the,6099,6105,Spelling,1000
History Study Notes.docx,(a part),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,6184,6184,Grammar,40
History Study Notes.docx,"timber,coal, iron, oil and Gold",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",6292,6292,Grammar,40
WWI.docx MC Quiz.docx,a cause of WWI ?, ?,"Missing or superfluous space before or after period, comma and other punctuation marks",?,288,289,Grammar,40
WWI.docx MC Quiz.docx,to defeat enemy of the movement,enemy,Omission of the definite article,the enemy,783,787,Syntax,13
WWI.docx MC Quiz.docx,the enemy by the movement,by,Wrong preposition,of,789,790,Grammar,29
WWI.docx MC Quiz.docx,of movement,movement,Omission of the definite article,the movement,792,799,Syntax,13
WWI.docx MC Quiz.docx,to defeat enemy,enemy,Omission of the definite article,the enemy,865,869,Syntax,13
WWI.docx MC Quiz.docx,the Attrition warfar take,warfar,A word was not spelled correctly,warfare,978,983,Syntax,31
WWI.docx MC Quiz.docx,The kaiser's war,kaiser's,A proper or common noun is not capitalized,Kaiser's,1548,1555,Spelling,2
WWI.docx MC Quiz.docx,D. USA did not declared the war on Germany,did not declared,Mismatch between the plurality of the verb and the subject,did not declare,1740,1755,Grammar,21
WWI.docx MC Quiz.docx,the following militry technologies,militry,A word was not spelled correctly,military,1947,1953,Syntax,31
WWI.docx MC Quiz.docx,Which of the following military technologies were developed during World war one,were developed,Mismatch between the plurality of the verb and the subject,was developed,1968,1981,Grammar,21
WWI.docx MC Quiz.docx,the area in between trenched called during WWI ?, ?,"Missing or superfluous space before or after period, comma and other punctuation marks",?,2119,2120,Grammar,40
WWI.docx MC Quiz.docx,in Russia which destroyed the Tsarist autocracy,Russia which,Missing comma,"Russia, which",2278,2289,Style,49
WWI.docx MC Quiz.docx,destroyed Tsarist autocracy,Tsarist autocracy,Omission of the definite article,the Tsarist autocracy,2301,2317,Syntax,13
WWI.docx MC Quiz.docx,between Russian and Germany,Russian,"Wrong adverb used, adverb used instead of adjective or vice-versa",Russia,2399,2405,Syntax,23
WWI.docx MC Quiz.docx,the city of Paris suffered of,of,Wrong preposition,by,2561,2562,Grammar,29
WWI.docx MC Quiz.docx,A. Poison Gaz,Gaz,A word was not spelled correctly,gas,2575,2577,Syntax,31
WWI.docx MC Quiz.docx,won the WWI ?, ?,"Missing or superfluous space before or after period, comma and other punctuation marks",?,2649,2650,Grammar,40
WWI.docx MC Quiz.docx,without ownng the territory,ownng,A word was not spelled correctly,owning,3426,3430,Syntax,31
WWI.docx MC Quiz.docx,4. Britsh prime minister,Britsh,A word was not spelled correctly,British,3541,3546,Syntax,31
WWI.docx MC Quiz.docx,9. The Treaty of Versaillies,Versaillies,A word was not spelled correctly,Versailles,4522,4532,Syntax,31
WWI.docx MC Quiz.docx,After German emperor,German emperor,Omission of the definite article,the German emperor,4748,4761,Syntax,13
WWI.docx MC Quiz.docx,France's main goal at the treaty,at,Wrong preposition,of,5332,5333,Grammar,29
WWI.docx MC Quiz.docx,A. Open Dimplomacy,Dimplomacy,A word was not spelled correctly,diplomacy,5631,5640,Syntax,31
WWI.docx MC Quiz.docx,D. Self-Determination,Self-Determination,A word was not spelled correctly,Self-determination,5683,5700,Syntax,31
WWI.docx MC Quiz.docx,was returned to France from Germany,France from,Missing comma,"France, from",5740,5750,Style,49
WWI.docx MC Quiz.docx,C. L'ion,L'ion,A word was not spelled correctly,Lion,6214,6218,Syntax,31
WWI.docx MC Quiz.docx,Which two German territories was ceded to Belgium,was ceded,Mismatch between the plurality of the verb and the subject,were ceded,6695,6703,Grammar,21
Lesson for 31-3 and  1-4-2020.docx,highlighted these are instruction in case you didn't know,instruction,"Wrong adverb used, adverb used instead of adjective or vice-versa",instructive,85,95,Syntax,23
Lesson for 31-3 and  1-4-2020.docx,things highlighted in yellow- these are instruction in case you didn't know !, !,"Missing or superfluous space before or after period, comma and other punctuation marks",!,122,123,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,Heading : Definitions, :,"Missing or superfluous space before or after period, comma and other punctuation marks",:,133,134,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,pages 72- 73 all,72- 73,"Missing or superfluous space before or after period, comma and other punctuation marks",72-73,194,199,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,Ex 3:05 page 75 -, -,"Missing or superfluous space before or after period, comma and other punctuation marks",-,314,315,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,Q3 on page 76 will need info in Q 1 &2,info,Omission of the definite article,the info,401,404,Syntax,13
Lesson for 31-3 and  1-4-2020.docx,by end of today,end,Omission of the definite article,the end,553,555,Syntax,13
Lesson for 31-3 and  1-4-2020.docx,( not to be completed!),( ,"Missing or superfluous space before or after period, comma and other punctuation marks",(,566,567,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,Heading : POLYGONS, :,"Missing or superfluous space before or after period, comma and other punctuation marks",:,657,658,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,"given , follow"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",865,866,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,N/A,interior angles,Omission of the definite article,the interior angles,1094,1108,Syntax,13
Lesson for 31-3 and  1-4-2020.docx,N/A, ¡­¡­¡­¡­.,"Missing or superfluous space before or after period, comma and other punctuation marks",¡­¡­¡­¡­.,1244,1249,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,of ll interior angles,ll,A word was not spelled correctly,all,1281,1282,Syntax,31
Lesson for 31-3 and  1-4-2020.docx,of all interior angle,angle,Confusion between the singular and plural form of a noun,angles,1293,1297,Punctuation,42
Lesson for 31-3 and  1-4-2020.docx,n= the number,n,The first word in a sentence is not capitalized,N,1314,1314,Spelling,45
Lesson for 31-3 and  1-4-2020.docx,of side in the polygon,side,Confusion between the singular and plural form of a noun,sides,1331,1334,Punctuation,42
Lesson for 31-3 and  1-4-2020.docx,3:06 to 4 page 84-85,page,Confusion between the singular and plural form of a noun,pages,1427,1430,Punctuation,42
Lesson for 31-3 and  1-4-2020.docx,Heading : Exterior, :,"Missing or superfluous space before or after period, comma and other punctuation marks",:,1498,1499,Grammar,40
Lesson for 31-3 and  1-4-2020.docx,(6/4/2020),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1791,1791,Grammar,40
Drawing Straight Lines Worksheet.docx,to make y the subject,y,Confusion between words which sound similar or have a similar spelling,by,224,224,Punctuation,46
Drawing Straight Lines Worksheet.docx,x and y intercepts - suitable when y IS NOT the subject,x,Omission of the definite article,the x,487,487,Syntax,13
Drawing Straight Lines Worksheet.docx,when you IS the subject,when,The first word in a sentence is not capitalized,When,1340,1343,Spelling,45
Drawing Straight Lines Worksheet.docx,y IS the subject,y,Confusion between words which sound similar or have a similar spelling,you,1345,1345,Punctuation,46
Drawing Straight Lines Worksheet.docx,N/A,Remember you,Missing comma,"Remember, you",1413,1424,Style,49
Drawing Straight Lines Worksheet.docx,#7 !), !,"Missing or superfluous space before or after period, comma and other punctuation marks",!,2111,2112,Grammar,40
Maths task.docx,However there are,However there,Missing comma,"However, there",153,165,Style,49
Maths task.docx,of the job and the importance of the role of operations manager,of,The first word in a sentence is not capitalized,Of,488,489,Spelling,45
Maths task.docx,,.,A word was not spelled correctly,. ,649,649,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,682,682,Grammar,40
Maths task.docx,4-Hourly rate is,4-Hourly rate,Omission of the definite article,The 4-Hourly rate,683,695,Syntax,13
Maths task.docx,,.,A word was not spelled correctly,. ,791,791,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,800,800,Grammar,40
Maths task.docx,"4 x 4 is 4849.6 Leave , 17.5% is $848.68"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",870,871,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,921,921,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,931,931,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,937,937,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,1002,1002,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,1068,1068,Grammar,40
Maths task.docx,"415(BONUS)+AU$5,001 (PROFIT SHARING)+7",(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1072,1072,Grammar,40
Maths task.docx,"415 (BONUS)+AU$5,001 (PROFIT SHARING)+7",),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,1078,1078,Grammar,40
Maths task.docx,"415 (BONUS)+AU$5,001(PROFIT SHARING)+7",(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1088,1088,Grammar,40
Maths task.docx,"415 (BONUS)+AU$5,001 (PROFIT SHARING)+7",),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,1103,1103,Grammar,40
Maths task.docx,000(COMISSION,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1110,1110,Grammar,40
Maths task.docx,loading:4x1190,:,"Missing or superfluous space before or after period, comma and other punctuation marks",: ,1170,1170,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,1185,1185,Grammar,40
Maths task.docx,(Pay),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1244,1244,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,1277,1277,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,1287,1287,Grammar,40
Maths task.docx,Fortnight net pay is $1913,Fortnight net pay,Omission of the definite article,The fortnight net pay,1325,1341,Syntax,13
Maths task.docx,PAYG Installments are $13312,Installments,A word was not spelled correctly,instalments,1360,1371,Syntax,31
Maths task.docx,PAYG installments are $ 12948,installments,A word was not spelled correctly,instalments,1506,1517,Syntax,31
Maths task.docx,,.,A word was not spelled correctly,. ,1643,1643,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,1659,1659,Grammar,40
Maths task.docx,A)$0-NIL,),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,1883,1883,Grammar,40
Maths task.docx,B)$1547,),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,1893,1893,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,1899,1899,Grammar,40
Maths task.docx,C)$498x$26=$12948 (Annual PAYG),),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,1905,1905,Grammar,40
Maths task.docx,$12948(Annual PAYG),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1921,1921,Grammar,40
Maths task.docx,0(NIL)-$12948=-$12948,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1937,1937,Grammar,40
Maths task.docx,0 (NIL)-$12948=-$12948,),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,1941,1941,Grammar,40
Maths task.docx,N/A,Tax return,Omission of the definite article,The tax return,1960,1969,Syntax,13
Maths task.docx,A)$0-NIL,),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,2048,2048,Grammar,40
Maths task.docx,B)$1230,),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,2058,2058,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,2064,2064,Grammar,40
Maths task.docx,C)$512x$26=13312 (Annual PAYG),),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,2071,2071,Grammar,40
Maths task.docx,)$26=13312(Annual PAYG),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2086,2086,Grammar,40
Maths task.docx,0(NIL)-$13312=-$13312,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2102,2102,Grammar,40
Maths task.docx,0 (NIL)-$13312=-$13312,),"Missing or superfluous space before or after period, comma and other punctuation marks",) ,2106,2106,Grammar,40
Maths task.docx,N/A,Tax return,Omission of the definite article,The tax return,2125,2134,Syntax,13
Maths task.docx,Maths Task Part B(Saving Money),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2216,2216,Grammar,40
Maths task.docx,A)Minimum deposit is $5000,A),"Missing or superfluous space before or after period, comma and other punctuation marks",A) ,2234,2235,Grammar,40
Maths task.docx,B) is $10000x1,B),"Missing or superfluous space before or after period, comma and other punctuation marks",B) ,2299,2300,Grammar,40
Maths task.docx,,.,A word was not spelled correctly,. ,2325,2325,Grammar,40
closing Criminal Prosecution (1) (1).docx,indefinitely that we have strongly satisfied the court with the evidence it has presented,indefinitely,"Wrong adverb used, adverb used instead of adjective or vice-versa",indefinite,51,62,Syntax,23
closing Criminal Prosecution (1) (1).docx,withholding to police,police,Omission of the definite article,the police,710,715,Syntax,13
closing Criminal Prosecution (1) (1).docx,"motion ,switched"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",", ",1285,1286,Grammar,40
closing Criminal Prosecution (1) (1).docx,pulled over momentarily then illegally evaded to avoid prosecution,momentarily then,Missing comma,"momentarily, then",1455,1470,Style,49
closing Criminal Prosecution (1) (1).docx,the defendant Quinn Cleever had been,Cleever,A word was not spelled correctly,Cleaver,1561,1567,Syntax,31
closing Criminal Prosecution (1) (1).docx,under the influence and feared prosecution thus driving off ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,1637,1638,Grammar,40
closing Criminal Prosecution (1) (1).docx,N/A,driving however,Missing comma,"driving, however",1696,1710,Style,49
closing Criminal Prosecution (1) (1).docx,"In relation to our case,",relation,"Wrong adverb used, adverb used instead of adjective or vice-versa",relating,2086,2093,Syntax,23
closing Criminal Prosecution (1) (1).docx,Sargant Lee Barnes' statement,Sargant,A word was not spelled correctly,Sergeant,2379,2385,Syntax,31
closing Criminal Prosecution (1) (1).docx,"whereas the case in R V, Brenner is a Tasmanian Supreme Court case",whereas,The first word in a sentence is not capitalized,Whereas,2508,2514,Spelling,45
closing Criminal Prosecution (1) (1).docx,Whereas the case in R V Brenner is a Tasmanian Supreme Court case,V Brenner,Missing comma,"V, Brenner",2530,2538,Style,49
closing Criminal Prosecution (1) (1).docx,while it might be persuasive it's most definitely not binding,persuasive it¡¯s,Missing comma,"persuasive, it¡¯s",2596,2610,Style,49
closing Criminal Prosecution (1) (1).docx,iI is the only persuasive precedent which is not binding on this court of law,iI,A proper or common noun is not capitalized,II,2655,2656,Spelling,2
closing Criminal Prosecution (1) (1).docx,II is only persuasive precedent which is not binding on this court of law,only persuasive precedent,Omission of the definite article,the only persuasive precedent,2661,2685,Syntax,13
closing Criminal Prosecution (1) (1).docx,binding in this court of law,in,"Confusion between the prepositions ""in"", ""on"" and ""at""",on,2708,2709,Syntax,30
closing Criminal Prosecution (1) (1).docx,N/A,V Brenner,Missing comma,"V, Brenner",2858,2866,Style,49
closing Criminal Prosecution (1) (1).docx,N/A,V Brenner,Missing comma,"V, Brenner",2930,2938,Style,49
closing Criminal Prosecution (1) (1).docx,N/A,consent whereas,Missing comma,"consent, whereas",2954,2968,Style,49
closing Criminal Prosecution (1) (1).docx,N/A, ¡­,"Missing or superfluous space before or after period, comma and other punctuation marks",¡­,4723,4724,Grammar,40
closing Criminal Prosecution.docx,indefinitely that we have strongly satisfied the court with the evidence it has presented,indefinitely,"Wrong adverb used, adverb used instead of adjective or vice-versa",indefinite,51,62,Syntax,23
closing Criminal Prosecution.docx,Driivng under the influence,Driivng,A word was not spelled correctly,driving,277,283,Syntax,31
closing Criminal Prosecution.docx,withholding to police,police,Omission of the definite article,the police,710,715,Syntax,13
closing Criminal Prosecution.docx,Driving under the infliuence,infliuence,A word was not spelled correctly,influence,797,806,Syntax,31
closing Criminal Prosecution.docx,the defendant Quinn CLeever had been,CLeever,A word was not spelled correctly,Cleaver,1384,1390,Syntax,31
closing Criminal Prosecution.docx,"In relation to our case,",relation,"Wrong adverb used, adverb used instead of adjective or vice-versa",relating,2270,2277,Syntax,23
closing Criminal Prosecution.docx,Sargant Lee Barnes' statement,Sargant,A word was not spelled correctly,Sergeant,2563,2569,Syntax,31
closing Criminal Prosecution.docx,"whereas the case in R V, Brenner is a Tasmanian Supreme Court case",whereas,The first word in a sentence is not capitalized,Whereas,2692,2698,Spelling,45
closing Criminal Prosecution.docx,Whereas the case in R V Brenner is a Tasmanian Supreme Court case,V Brenner,Missing comma,"V, Brenner",2714,2722,Style,49
closing Criminal Prosecution.docx,while it might be persuasive it's most definitely not binding,persuasive it¡¯s,Missing comma,"persuasive, it¡¯s",2780,2794,Style,49
closing Criminal Prosecution.docx,iI is the only persuasive precedent which is not binding on this court of law,iI,A proper or common noun is not capitalized,II,2839,2840,Spelling,2
closing Criminal Prosecution.docx,II is only persuasive precedent which is not binding on this court of law,only persuasive precedent,Omission of the definite article,the only persuasive precedent,2845,2869,Syntax,13
closing Criminal Prosecution.docx,binding in this court of law,in,"Confusion between the prepositions ""in"", ""on"" and ""at""",on,2892,2893,Syntax,30
closing Criminal Prosecution.docx,N/A,V Brenner,Missing comma,"V, Brenner",3042,3050,Style,49
closing Criminal Prosecution.docx,N/A,V Brenner,Missing comma,"V, Brenner",3114,3122,Style,49
closing Criminal Prosecution.docx,N/A,consent whereas,Missing comma,"consent, whereas",3138,3152,Style,49
closing Criminal Prosecution.docx,N/A, ¡­,"Missing or superfluous space before or after period, comma and other punctuation marks",¡­,4907,4908,Grammar,40
Closing Plaintiff Civil round 3 2020 copy.docx,,.,A word was not spelled correctly,. ,184,184,Grammar,40
Closing Plaintiff Civil round 3 2020 copy.docx,to do it her self,her self,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",herself,985,992,Other,1
Closing Plaintiff Civil round 3 2020 copy.docx,N/A,its,Wrong pronoun used or omission of a pronoun,it,1435,1437,Grammar,5
Closing Plaintiff Civil round 3 2020 copy.docx,However with absolute certainty from the revered Dr Charlie Smith but however,However with,Missing comma,"However, with",1628,1639,Style,49
Closing Plaintiff Civil round 3 2020 copy.docx,N/A,wish but,Missing comma,"wish, but",1772,1779,Style,49
Closing Plaintiff Civil round 3 2020 copy.docx,N/A,certain Jordan Talbert,Omission of the definite article,the certain Jordan Talbert,1898,1919,Syntax,13
Closing Plaintiff Civil round 3 2020 copy.docx,N/A,Gellar which,Missing comma,"Gellar, which",2731,2742,Style,49
Closing Plaintiff Civil round 3 2020 copy.docx,had been used previous,previous,"Wrong adverb used, adverb used instead of adjective or vice-versa",previously,2758,2765,Syntax,23
Closing Plaintiff Civil round 3 2020 copy.docx,beneficial,beneficial,"Wrong adverb used, adverb used instead of adjective or vice-versa",benefit,2810,2819,Syntax,23
Closing Plaintiff Civil round 3 2020 copy.docx,Hannah Gellar had maintained the idea of dislike for Mr Talbert,maintained,Confusion between words which sound similar or have a similar spelling,mentioned,3281,3290,Punctuation,46
Closing Plaintiff Civil round 3 2020 copy.docx,presumed undue influence is,presumed,The first word in a sentence is not capitalized,Presumed,3749,3756,Spelling,45
Closing Plaintiff Civil round 3 2020 copy.docx,N/A,defendant Mrs,Missing comma,"defendant, Mrs",3910,3922,Style,49
Closing Plaintiff Civil round 3 2020 copy.docx,The influence was exercised.,was exercised,Error in forming or applying the past simple tense,exercised,4189,4201,Grammar,19
Closing Plaintiff Civil round 3 2020 copy.docx,"Thus in this case,the ""testator"" was most definitely """,Thus in,Missing comma,"Thus, in",4675,4681,Style,49
Closing Plaintiff Civil round 3 2020 copy.docx,", as we have proven that Mrs Hannah Gellar,",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",4737,4737,Grammar,40
Closing Plaintiff Civil round 3 2020 copy.docx,it will be further problematic,problematic,"Wrong adverb used, adverb used instead of adjective or vice-versa",problems,5163,5173,Syntax,23
Closing Plaintiff Civil round 3 2020 copy.docx,further problems for the donee (doe,donee,A word was not spelled correctly,N/A,5183,5187,Syntax,31
Closing Plaintiff Civil round 3 2020 copy.docx,further problems for the donee(doe,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,5188,5188,Grammar,40
Closing Plaintiff Civil round 3 2020 copy.docx,N/A,doner,A word was not spelled correctly,donor,5358,5362,Syntax,31
Closing Plaintiff Civil round 3 2020 copy.docx,quoted ' The doner is illiterate or,doner,A word was not spelled correctly,downer,5810,5814,Syntax,31
Closing Plaintiff Civil round 3 2020 copy.docx,"Furthermore from Johnson vs. Buttress, express",Furthermore from,Missing comma,"Furthermore, from",5923,5938,Style,49
Closing Plaintiff Civil round 3 2020 copy.docx,"from Johnson vs Buttress,",vs,A word was not spelled correctly,vs.,5948,5949,Syntax,31
Closing Plaintiff Civil round 3 2020 copy.docx,"vs. Buttress, express all actual undue influencea arises as a result from",influencea,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",influence a,5986,5995,Other,1
Closing Plaintiff Civil round 3 2020 copy.docx,"from , quoted"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",6020,6021,Grammar,40
Closing Plaintiff Civil round 3 2020 copy.docx,"Your honor, the elements of undue influence have been justly proven",honor,Usage of British instead of American English spelling or vice-versa,honour,6195,6199,Syntax,44
Closing Plaintiff Civil round 3 2020 copy.docx,,.,A word was not spelled correctly,. ,9508,9508,Grammar,40
Closing Plaintiff Civil.docx,,.,A word was not spelled correctly,. ,184,184,Grammar,40
Closing Plaintiff Civil.docx,of manipulation to pressure,to,Wrong preposition,of,440,441,Grammar,29
Closing Plaintiff Civil.docx,,.,A word was not spelled correctly,. ,502,502,Grammar,40
Closing Plaintiff Civil.docx,to do it her self,her self,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",herself,1144,1151,Other,1
Closing Plaintiff Civil.docx,N/A,solicitor which,Missing comma,"solicitor, which",1203,1217,Style,49
